,RouteID,SpeedLimit,StartingPoint,ArrivalPoint,ModeOfTransport,TimeSpent,Facility,Length
27968,27968.0,1.0,573.0,574.0,4.0,286.0,,0.0007492014220991161
27969,27969.0,1.0,575.0,576.0,4.0,287.0,,0.000988294387613868
27970,27970.0,1.0,577.0,578.0,4.0,288.0,,0.022569212176508556
27971,27971.0,1.0,579.0,580.0,4.0,289.0,,0.00022252257936966277
27972,27972.0,1.0,581.0,582.0,4.0,290.0,,0.004749667000049433
27973,27973.0,1.0,583.0,584.0,4.0,291.0,,0.0005360450107431738
27974,27974.0,1.0,585.0,586.0,4.0,292.0,,0.000126180334676202
27975,27975.0,1.0,587.0,588.0,4.0,293.0,,6.523369589897307e-05
27976,27976.0,1.0,589.0,590.0,4.0,294.0,,0.008456670485793266
27977,27977.0,1.0,591.0,592.0,4.0,295.0,,0.004693582251650245
27978,27978.0,1.0,593.0,594.0,4.0,296.0,,0.004385727775270202
27979,27979.0,1.0,595.0,596.0,4.0,297.0,,0.0008102144040655903
27980,27980.0,1.0,597.0,598.0,4.0,298.0,,0.004741940947624764
27981,27981.0,1.0,599.0,600.0,4.0,299.0,,0.004868097555411952
27982,27982.0,1.0,601.0,602.0,4.0,300.0,,2.8673066650890937e-05
27983,27983.0,1.0,603.0,604.0,4.0,301.0,,0.0019276066105962239
27984,27984.0,1.0,605.0,606.0,4.0,302.0,,0.0037627773273748253
27985,27985.0,1.0,607.0,608.0,4.0,303.0,,0.00818137275345539
27986,27986.0,1.0,609.0,610.0,4.0,304.0,,0.0006808927903556893
27987,27987.0,1.0,611.0,612.0,4.0,305.0,,0.006102770317357166
27988,27988.0,1.0,613.0,614.0,4.0,306.0,,0.00018121873778086117
27989,27989.0,1.0,615.0,616.0,4.0,307.0,,0.006708574825473828
27990,27990.0,1.0,617.0,618.0,4.0,308.0,,0.007208624764509127
27991,27991.0,1.0,619.0,620.0,4.0,309.0,,0.0011427164514208232
27992,27992.0,1.0,621.0,622.0,4.0,310.0,,0.0018016436256642306
27993,27993.0,1.0,623.0,624.0,4.0,311.0,,0.007812986277321738
27994,27994.0,1.0,625.0,626.0,4.0,312.0,,0.00034925610201406835
27995,27995.0,1.0,627.0,628.0,4.0,313.0,,0.007308800616128868
27996,27996.0,1.0,629.0,630.0,4.0,314.0,,0.003889989734557454
27997,27997.0,1.0,631.0,632.0,4.0,315.0,,0.0006464506225516896
27998,27998.0,1.0,633.0,634.0,4.0,316.0,,0.007156953243319262
27999,27999.0,1.0,635.0,636.0,4.0,317.0,,0.0077439611383507525
28000,28000.0,1.0,637.0,638.0,4.0,318.0,,0.003631901100921095
28001,28001.0,1.0,639.0,640.0,4.0,319.0,,0.00031248662968199774
28002,28002.0,1.0,641.0,642.0,4.0,320.0,,0.006481155509543735
28003,28003.0,1.0,643.0,644.0,4.0,321.0,,0.009090514621085214
28004,28004.0,1.0,645.0,646.0,4.0,322.0,,0.0019354839730458008
28005,28005.0,1.0,647.0,648.0,4.0,323.0,,0.0010905820259007456
28006,28006.0,1.0,649.0,650.0,4.0,324.0,,0.00013748280887517785
28007,28007.0,1.0,651.0,652.0,4.0,325.0,,0.00014832023938743933
28008,28008.0,1.0,653.0,654.0,4.0,326.0,,0.0008941282501561217
28009,28009.0,1.0,655.0,656.0,4.0,327.0,,0.006420168132727449
28010,28010.0,1.0,657.0,658.0,4.0,328.0,,0.0020140863359690386
28011,28011.0,1.0,659.0,660.0,4.0,329.0,,0.009350180744517132
28012,28012.0,1.0,661.0,662.0,4.0,330.0,,0.009695239364368669
28013,28013.0,1.0,663.0,664.0,4.0,331.0,,0.006204709367117177
28014,28014.0,1.0,665.0,666.0,4.0,332.0,,0.025879582353356516
28015,28015.0,1.0,667.0,668.0,4.0,333.0,,0.00867760410771556
28016,28016.0,1.0,669.0,670.0,4.0,334.0,,2.959027812711599e-05
28017,28017.0,1.0,671.0,672.0,4.0,335.0,,4.214871596332907e-05
28018,28018.0,1.0,673.0,674.0,4.0,336.0,,0.001067363372966719
28019,28019.0,1.0,675.0,676.0,4.0,337.0,,3.265997616746072e-05
28020,28020.0,1.0,677.0,678.0,4.0,338.0,,0.00022627245127990057
28021,28021.0,1.0,679.0,680.0,4.0,339.0,,0.004169391738836114
28022,28022.0,1.0,681.0,682.0,4.0,340.0,,0.013285233866651504
28023,28023.0,1.0,683.0,684.0,4.0,341.0,,5.499170948563016e-05
28024,28024.0,1.0,685.0,686.0,4.0,342.0,,7.023973459412301e-05
28025,28025.0,1.0,687.0,688.0,4.0,343.0,,0.003602094272490428
28026,28026.0,1.0,689.0,690.0,4.0,344.0,,3.1025347102367175e-05
28027,28027.0,1.0,691.0,692.0,4.0,345.0,,0.0003474173128542112
28028,28028.0,1.0,693.0,694.0,4.0,346.0,,0.0002729606690981986
28029,28029.0,1.0,695.0,696.0,4.0,347.0,,0.011697516499049062
28030,28030.0,1.0,697.0,698.0,4.0,348.0,,0.004354119967965002
28031,28031.0,1.0,699.0,700.0,4.0,349.0,,0.00046772725719988935
28032,28032.0,1.0,701.0,702.0,4.0,350.0,,8.425103249243882e-05
28033,28033.0,1.0,703.0,704.0,4.0,351.0,,2.552492233625111e-05
28034,28034.0,1.0,705.0,706.0,4.0,352.0,,0.000510146966224592
28035,28035.0,1.0,707.0,708.0,4.0,353.0,,0.01523907206688069
28036,28036.0,1.0,709.0,710.0,4.0,354.0,,0.0022218684642393376
28037,28037.0,1.0,711.0,712.0,4.0,355.0,,0.0023174527918127514
28038,28038.0,1.0,713.0,714.0,4.0,356.0,,0.0001973734056344545
28039,28039.0,1.0,715.0,716.0,4.0,357.0,,0.0003634398666511236
28040,28040.0,1.0,717.0,718.0,4.0,358.0,,0.011982194098907458
28041,28041.0,1.0,719.0,720.0,4.0,359.0,,0.006223027856431956
28042,28042.0,1.0,721.0,722.0,4.0,360.0,,0.00048364089482581227
28043,28043.0,1.0,723.0,724.0,4.0,361.0,,0.0018979278183086797
28044,28044.0,1.0,725.0,726.0,4.0,362.0,,0.011897180679588466
28045,28045.0,1.0,727.0,728.0,4.0,363.0,,4.56229243003765e-05
28046,28046.0,1.0,729.0,730.0,4.0,364.0,,0.0021175577806912455
28047,28047.0,1.0,731.0,732.0,4.0,365.0,,0.0040831939058290564
28048,28048.0,1.0,733.0,734.0,4.0,366.0,,0.0007594628556362427
28049,28049.0,1.0,735.0,736.0,4.0,367.0,,7.379691136735522e-05
28050,28050.0,1.0,737.0,738.0,4.0,368.0,,0.0011165088821482837
28051,28051.0,1.0,739.0,740.0,4.0,369.0,,4.2081462958019e-05
28052,28052.0,1.0,741.0,742.0,4.0,370.0,,0.0014565662991627118
28053,28053.0,1.0,743.0,744.0,4.0,371.0,,0.0025868690795913456
28054,28054.0,1.0,745.0,746.0,4.0,372.0,,0.001695139459361235
28055,28055.0,1.0,747.0,748.0,4.0,373.0,,0.0001669054552369043
28056,28056.0,1.0,749.0,750.0,4.0,374.0,,0.001327282344820195
28057,28057.0,1.0,751.0,752.0,4.0,375.0,,2.685020819366198e-05
28058,28058.0,1.0,753.0,754.0,4.0,376.0,,0.0012316956411038966
28059,28059.0,1.0,755.0,756.0,4.0,377.0,,0.0004109095714110565
28060,28060.0,1.0,757.0,758.0,4.0,378.0,,0.00020396272567909678
28061,28061.0,1.0,759.0,760.0,4.0,379.0,,0.00025440001942354795
28062,28062.0,1.0,761.0,762.0,4.0,380.0,,0.0043179611262961345
28063,28063.0,1.0,763.0,764.0,4.0,381.0,,0.004754194961574508
28064,28064.0,1.0,765.0,766.0,4.0,382.0,,0.002625169555827726
28065,28065.0,1.0,767.0,768.0,4.0,383.0,,0.0020839554114149062
28066,28066.0,1.0,769.0,770.0,4.0,384.0,,0.0002627518621045799
28067,28067.0,1.0,771.0,772.0,4.0,385.0,,3.688227231108383e-05
28068,28068.0,1.0,773.0,774.0,4.0,386.0,,0.0005057237673467696
28069,28069.0,1.0,775.0,776.0,4.0,387.0,,0.013808746255275662
28070,28070.0,1.0,777.0,778.0,4.0,388.0,,0.0019732306530982754
28071,28071.0,1.0,779.0,780.0,4.0,389.0,,0.00015494888000508017
28072,28072.0,1.0,781.0,782.0,4.0,390.0,,0.00041594220494389983
28073,28073.0,1.0,783.0,784.0,4.0,391.0,,0.0008900603828194286
28074,28074.0,1.0,785.0,786.0,4.0,392.0,,0.0001419288037688713
28075,28075.0,1.0,787.0,788.0,4.0,393.0,,8.966205782981348e-05
28370,28370.0,1.0,789.0,790.0,4.0,394.0,,0.00010798601856102505
28076,28076.0,1.0,791.0,792.0,4.0,395.0,,0.002995617121772014
28077,28077.0,1.0,793.0,794.0,4.0,396.0,,0.00267266806719525
28078,28078.0,1.0,795.0,796.0,4.0,397.0,,0.0035436968622855184
28079,28079.0,1.0,797.0,798.0,4.0,398.0,,0.00047312116485664853
28080,28080.0,1.0,799.0,800.0,4.0,399.0,,0.003210514835027722
28081,28081.0,1.0,801.0,802.0,4.0,400.0,,0.0010421662024055363
28082,28082.0,1.0,803.0,804.0,4.0,401.0,,0.0004540008049956644
28083,28083.0,1.0,805.0,806.0,4.0,402.0,,0.0038186721535295523
28084,28084.0,1.0,807.0,808.0,4.0,403.0,,0.030759167161927076
28085,28085.0,1.0,809.0,810.0,4.0,404.0,,0.0018597472548565256
28086,28086.0,1.0,811.0,812.0,4.0,405.0,,0.0003271893506994206
28087,28087.0,1.0,813.0,814.0,4.0,406.0,,0.005671357005616336
28088,28088.0,1.0,815.0,816.0,4.0,407.0,,0.00015083643724429958
28089,28089.0,1.0,817.0,818.0,4.0,408.0,,0.00012123909536204732
28090,28090.0,1.0,819.0,820.0,4.0,409.0,,0.0060442267025362555
28091,28091.0,1.0,821.0,822.0,4.0,410.0,,0.0001571189463567608
28092,28092.0,1.0,823.0,824.0,4.0,411.0,,0.0031228473796158845
28093,28093.0,1.0,825.0,826.0,4.0,412.0,,0.0013503397421793268
28094,28094.0,1.0,827.0,828.0,4.0,413.0,,0.005402287648367735
28095,28095.0,1.0,829.0,830.0,4.0,414.0,,0.008265395181079525
28096,28096.0,1.0,831.0,832.0,4.0,415.0,,0.0019292821207915784
28097,28097.0,1.0,833.0,834.0,4.0,416.0,,0.0007947872131652696
28098,28098.0,1.0,835.0,836.0,4.0,417.0,,0.005393145169895973
28099,28099.0,1.0,837.0,838.0,4.0,418.0,,0.0002199496621087823
28100,28100.0,1.0,839.0,840.0,4.0,419.0,,0.00022142366280552945
28101,28101.0,1.0,841.0,842.0,4.0,420.0,,0.0007215126536647207
28102,28102.0,1.0,843.0,844.0,4.0,421.0,,0.0016662126614108434
28103,28103.0,1.0,845.0,846.0,4.0,422.0,,0.003923587172667592
28104,28104.0,1.0,847.0,848.0,4.0,423.0,,0.0006050189582988592
28105,28105.0,1.0,849.0,850.0,4.0,424.0,,0.0005307360974214469
28106,28106.0,1.0,851.0,852.0,4.0,425.0,,8.690553726991495e-05
28107,28107.0,1.0,853.0,854.0,4.0,426.0,,7.328628465755462e-05
28108,28108.0,1.0,855.0,856.0,4.0,427.0,,0.012225576680263901
28109,28109.0,1.0,857.0,858.0,4.0,428.0,,0.007540040984648394
28110,28110.0,1.0,859.0,860.0,4.0,429.0,,0.0019243611092098815
28111,28111.0,1.0,861.0,862.0,4.0,430.0,,5.212742580588702e-05
28112,28112.0,1.0,863.0,864.0,4.0,431.0,,0.0030440098072721483
28113,28113.0,1.0,865.0,866.0,4.0,432.0,,0.000324935580346267
28114,28114.0,1.0,867.0,868.0,4.0,433.0,,6.160802914101642e-05
28115,28115.0,1.0,869.0,870.0,4.0,434.0,,0.021264914509008803
28116,28116.0,1.0,871.0,872.0,4.0,435.0,,0.0004232249792092042
28117,28117.0,1.0,873.0,874.0,4.0,436.0,,0.0002831040511551449
28118,28118.0,1.0,875.0,876.0,4.0,437.0,,0.0020773723431205845
28119,28119.0,1.0,877.0,878.0,4.0,438.0,,0.020468649223173593
28120,28120.0,1.0,879.0,880.0,4.0,439.0,,0.004661605446304493
28121,28121.0,1.0,881.0,882.0,4.0,440.0,,0.0009993732826441633
28122,28122.0,1.0,883.0,884.0,4.0,441.0,,0.0025814019048310483
28123,28123.0,1.0,885.0,886.0,4.0,442.0,,0.0006577631650198103
28124,28124.0,1.0,887.0,888.0,4.0,443.0,,0.00891098662183004
28125,28125.0,1.0,889.0,890.0,4.0,444.0,,0.003278835065679972
28126,28126.0,1.0,891.0,892.0,4.0,445.0,,0.005165101535830127
28127,28127.0,1.0,893.0,894.0,4.0,446.0,,0.0008529175624388834
28128,28128.0,1.0,895.0,896.0,4.0,447.0,,0.0001786311836183423
28129,28129.0,1.0,897.0,898.0,4.0,448.0,,0.00040207078903096755
28130,28130.0,1.0,899.0,900.0,4.0,449.0,,0.008647321537900866
28131,28131.0,1.0,901.0,902.0,4.0,450.0,,0.003387154855415677
28132,28132.0,1.0,903.0,904.0,4.0,451.0,,0.0009433138285593342
28133,28133.0,1.0,905.0,906.0,4.0,452.0,,0.0031259335892752636
28134,28134.0,1.0,907.0,908.0,4.0,453.0,,0.0012415439865841869
28135,28135.0,1.0,909.0,910.0,4.0,454.0,,5.176609540563179e-05
28136,28136.0,1.0,911.0,912.0,4.0,455.0,,0.0091965874149906
28137,28137.0,1.0,913.0,914.0,4.0,456.0,,0.0022262809488427797
28138,28138.0,1.0,915.0,916.0,4.0,457.0,,0.00462768656003202
28139,28139.0,1.0,917.0,918.0,4.0,458.0,,0.0029937038017536837
28140,28140.0,1.0,919.0,920.0,4.0,459.0,,5.9557224532831156e-05
28141,28141.0,1.0,921.0,922.0,4.0,460.0,,0.00015557313186628238
28142,28142.0,1.0,923.0,924.0,4.0,461.0,,0.0010852483329635647
28143,28143.0,1.0,925.0,926.0,4.0,462.0,,5.367695166306884e-05
28144,28144.0,1.0,927.0,928.0,4.0,463.0,,0.008047719093890822
28145,28145.0,1.0,929.0,930.0,4.0,464.0,,0.0002990404388387049
28146,28146.0,1.0,931.0,932.0,4.0,465.0,,0.0033826650634722183
28147,28147.0,1.0,933.0,934.0,4.0,466.0,,0.0002743810802404588
28856,28856.0,1.0,935.0,936.0,4.0,467.0,,0.0001960075067417972
28148,28148.0,1.0,937.0,938.0,4.0,468.0,,0.002479307259938705
28149,28149.0,1.0,939.0,940.0,4.0,469.0,,0.00037026162473874694
28150,28150.0,1.0,941.0,942.0,4.0,470.0,,0.00039523158867928296
28151,28151.0,1.0,943.0,944.0,4.0,471.0,,0.011614982592985896
28152,28152.0,1.0,945.0,946.0,4.0,472.0,,8.195289190640988e-05
28153,28153.0,1.0,947.0,948.0,4.0,473.0,,0.02651498186792067
28154,28154.0,1.0,949.0,950.0,4.0,474.0,,0.008224901383630542
28155,28155.0,1.0,951.0,952.0,4.0,475.0,,0.00023741225638633867
28156,28156.0,1.0,953.0,954.0,4.0,476.0,,0.007324599394520103
28157,28157.0,1.0,955.0,956.0,4.0,477.0,,8.506570745580317e-05
28158,28158.0,1.0,957.0,958.0,4.0,478.0,,0.00016085010425801266
28159,28159.0,1.0,959.0,960.0,4.0,479.0,,0.00010139846829847168
28160,28160.0,1.0,961.0,962.0,4.0,480.0,,0.0001461102669773667
28161,28161.0,1.0,963.0,964.0,4.0,481.0,,0.0005875654175118161
28162,28162.0,1.0,965.0,966.0,4.0,482.0,,2.6773266217890424e-05
28163,28163.0,1.0,967.0,968.0,4.0,483.0,,0.014758078978732611
28164,28164.0,1.0,969.0,970.0,4.0,484.0,,0.0010518104591941636
28165,28165.0,1.0,971.0,972.0,4.0,485.0,,0.0029820165692386012
28166,28166.0,1.0,973.0,974.0,4.0,486.0,,0.004069995499456483
28167,28167.0,1.0,975.0,976.0,4.0,487.0,,0.007857788621193745
28168,28168.0,1.0,977.0,978.0,4.0,488.0,,0.0003810556297942548
28169,28169.0,1.0,979.0,980.0,4.0,489.0,,0.004130283366431273
28170,28170.0,1.0,981.0,982.0,4.0,490.0,,6.958189233310228e-05
28171,28171.0,1.0,983.0,984.0,4.0,491.0,,0.001214082898333488
28172,28172.0,1.0,985.0,986.0,4.0,492.0,,0.002364224696263405
28173,28173.0,1.0,987.0,988.0,4.0,493.0,,0.00011378731459550779
28174,28174.0,1.0,989.0,990.0,4.0,494.0,,0.00019273372195361313
28175,28175.0,1.0,991.0,992.0,4.0,495.0,,0.00011784939110594571
28176,28176.0,1.0,993.0,994.0,4.0,496.0,,0.005896164393431307
28177,28177.0,1.0,995.0,996.0,4.0,497.0,,0.00022287601132108304
28178,28178.0,1.0,997.0,998.0,4.0,498.0,,0.005066087213419517
28179,28179.0,1.0,999.0,1000.0,4.0,499.0,,0.003508325615030811
28180,28180.0,1.0,1001.0,1002.0,4.0,500.0,,0.0020562323004780013
28181,28181.0,1.0,1003.0,1004.0,4.0,501.0,,7.235093419965062e-05
28182,28182.0,1.0,1005.0,1006.0,4.0,502.0,,0.012630016233272992
28183,28183.0,1.0,1007.0,1008.0,4.0,503.0,,0.002657913522205641
28184,28184.0,1.0,1009.0,1010.0,4.0,504.0,,0.00010421353158852846
28185,28185.0,1.0,1011.0,1012.0,4.0,505.0,,0.00014873204873070117
28186,28186.0,1.0,1013.0,1014.0,4.0,506.0,,0.0020234579966663647
28187,28187.0,1.0,1015.0,1016.0,4.0,507.0,,0.0009927019911477597
28188,28188.0,1.0,1017.0,1018.0,4.0,508.0,,0.0001281362974322571
28189,28189.0,1.0,1019.0,1020.0,4.0,509.0,,0.006750534007436473
28190,28190.0,1.0,1021.0,1022.0,4.0,510.0,,0.00013788407878641642
28191,28191.0,1.0,1023.0,1024.0,4.0,511.0,,0.004451523050468994
28192,28192.0,1.0,1025.0,1026.0,4.0,512.0,,0.000776609483638173
28193,28193.0,1.0,1027.0,1028.0,4.0,513.0,,2.9246237171052977e-05
28194,28194.0,1.0,1029.0,1030.0,4.0,514.0,,0.0004558933595321565
28195,28195.0,1.0,1031.0,1032.0,4.0,515.0,,0.0007081131867210844
28196,28196.0,1.0,1033.0,1034.0,4.0,516.0,,0.0005739883671525227
28197,28197.0,1.0,1035.0,1036.0,4.0,517.0,,0.00935831167369899
28198,28198.0,1.0,1037.0,1038.0,4.0,518.0,,0.000973611392293926
28199,28199.0,1.0,1039.0,1040.0,4.0,519.0,,0.0006614511621934414
28200,28200.0,1.0,1041.0,1042.0,4.0,520.0,,0.003109476936945032
28201,28201.0,1.0,1043.0,1044.0,4.0,521.0,,0.0007392790433305784
28202,28202.0,1.0,1045.0,1046.0,4.0,522.0,,0.010474732922240581
28203,28203.0,1.0,1047.0,1048.0,4.0,523.0,,0.0001095334498200569
28204,28204.0,1.0,1049.0,1050.0,4.0,524.0,,0.0009155130914766315
28205,28205.0,1.0,1051.0,1052.0,4.0,525.0,,0.002268679103841174
28206,28206.0,1.0,1053.0,1054.0,4.0,526.0,,4.922775320724658e-05
28207,28207.0,1.0,1055.0,1056.0,4.0,527.0,,6.024375759382403e-05
28208,28208.0,1.0,1057.0,1058.0,4.0,528.0,,0.004613447088818926
28209,28209.0,1.0,1059.0,1060.0,4.0,529.0,,0.0006686831265683323
28210,28210.0,1.0,1061.0,1062.0,4.0,530.0,,0.010804997224751454
28211,28211.0,1.0,1063.0,1064.0,4.0,531.0,,0.0006958243664681024
28212,28212.0,1.0,1065.0,1066.0,4.0,532.0,,0.0007399833874154009
28213,28213.0,1.0,1067.0,1068.0,4.0,533.0,,0.0004871188707870262
28214,28214.0,1.0,1069.0,1070.0,4.0,534.0,,0.0006221487916175826
28215,28215.0,1.0,1071.0,1072.0,4.0,535.0,,0.0028769424935025005
28216,28216.0,1.0,1073.0,1074.0,4.0,536.0,,0.0017636651486748513
28217,28217.0,1.0,1075.0,1076.0,4.0,537.0,,0.00023982823387502214
28218,28218.0,1.0,1077.0,1078.0,4.0,538.0,,7.920263158551524e-05
28219,28219.0,1.0,1079.0,1080.0,4.0,539.0,,2.085996342778521e-05
28220,28220.0,1.0,1081.0,1082.0,4.0,540.0,,2.1496265695270553e-05
28221,28221.0,1.0,1083.0,1084.0,4.0,541.0,,0.0035167107535425323
28222,28222.0,1.0,1085.0,1086.0,4.0,542.0,,0.00020691116630426346
28223,28223.0,1.0,1087.0,1088.0,4.0,543.0,,0.004058511200958686
28224,28224.0,1.0,1089.0,1090.0,4.0,544.0,,0.0004580595296110843
28225,28225.0,1.0,1091.0,1092.0,4.0,545.0,,0.005758346676275309
28226,28226.0,1.0,1093.0,1094.0,4.0,546.0,,0.00024018209689257981
28227,28227.0,1.0,1095.0,1096.0,4.0,547.0,,0.011226851031028913
28228,28228.0,1.0,1097.0,1098.0,4.0,548.0,,0.00020510373236846935
28229,28229.0,1.0,1099.0,1100.0,4.0,549.0,,0.00048020789199932143
28230,28230.0,1.0,1101.0,1102.0,4.0,550.0,,0.0001246012714876819
28231,28231.0,1.0,1103.0,1104.0,4.0,551.0,,9.517465925551205e-05
28232,28232.0,1.0,1105.0,1106.0,4.0,552.0,,0.0023452562510107087
28233,28233.0,1.0,1107.0,1108.0,4.0,553.0,,0.002660428504286241
28234,28234.0,1.0,1109.0,1110.0,4.0,554.0,,0.018839680749323913
28235,28235.0,1.0,1111.0,1112.0,4.0,555.0,,0.0015817984701335557
28236,28236.0,1.0,1113.0,1114.0,4.0,556.0,,0.0004951550800508329
28237,28237.0,1.0,1115.0,1116.0,4.0,557.0,,0.005177930614166721
28238,28238.0,1.0,1117.0,1118.0,4.0,558.0,,7.066952999008994e-05
28239,28239.0,1.0,1119.0,1120.0,4.0,559.0,,0.0038877692372466014
28240,28240.0,1.0,1121.0,1122.0,4.0,560.0,,0.004885342284208164
28241,28241.0,1.0,1123.0,1124.0,4.0,561.0,,0.0006954656162745993
28242,28242.0,1.0,1125.0,1126.0,4.0,562.0,,0.0014752931671187799
28243,28243.0,1.0,1127.0,1128.0,4.0,563.0,,0.0032489415779614166
28244,28244.0,1.0,1129.0,1130.0,4.0,564.0,,0.00021877064609493373
28245,28245.0,1.0,1131.0,1132.0,4.0,565.0,,9.713788103511687e-05
28246,28246.0,1.0,1133.0,1134.0,4.0,566.0,,0.001497400674613058
28247,28247.0,1.0,1135.0,1136.0,4.0,567.0,,0.0004779863415085568
28248,28248.0,1.0,1137.0,1138.0,4.0,568.0,,0.0001966998186709599
